method,task,metric,value
llm2swarm,flocking,spatial_variance,0.3044804702728483
llm2swarm,flocking,mean_dtw_distance,159.08175954521633
llm2swarm,flocking,spatial_variance,2.5880279852589974
llm2swarm,flocking,mean_dtw_distance,2777.5967057403163
llm2swarm,flocking,spatial_variance,8.967299860403418
llm2swarm,flocking,mean_dtw_distance,517.3911367718538
llm2swarm,flocking,spatial_variance,0.2685368506951725
llm2swarm,flocking,mean_dtw_distance,1109.4167442909177
llm2swarm,flocking,spatial_variance,0.3280306332205308
llm2swarm,flocking,mean_dtw_distance,166.37023511625165
llm2swarm,flocking,spatial_variance,0.2780542139992242
llm2swarm,flocking,mean_dtw_distance,1130.2262747574869
llm2swarm,flocking,spatial_variance,2.8233853649765965
llm2swarm,flocking,mean_dtw_distance,2820.973643203985
llm2swarm,flocking,spatial_variance,0.2263618923782617
llm2swarm,flocking,mean_dtw_distance,952.793167178526
llm2swarm,flocking,spatial_variance,0.3127943679244418
llm2swarm,flocking,mean_dtw_distance,158.78333745543523
llm2swarm,flocking,spatial_variance,0.2909417362725653
llm2swarm,flocking,mean_dtw_distance,153.10771345581875
llm2swarm,flocking,spatial_variance,0.13901459249052894
llm2swarm,flocking,mean_dtw_distance,764.4795353746246
llm2swarm,flocking,spatial_variance,8.466962623409184
llm2swarm,flocking,mean_dtw_distance,427.01495448511304
llm2swarm,flocking,spatial_variance,7.095274704274028
llm2swarm,flocking,mean_dtw_distance,398.443665989616
llm2swarm,flocking,spatial_variance,0.10718992767133823
llm2swarm,flocking,mean_dtw_distance,720.2500761303936
llm2swarm,flocking,spatial_variance,1.7300695772086527
llm2swarm,flocking,mean_dtw_distance,2610.8608863715463
llm2swarm,flocking,spatial_variance,0.3428989512057878
llm2swarm,flocking,mean_dtw_distance,163.8888136062017
llm2swarm,flocking,spatial_variance,0.21892543158398636
llm2swarm,flocking,mean_dtw_distance,929.9326570522734
llm2swarm,flocking,spatial_variance,0.2860026844837198
llm2swarm,flocking,mean_dtw_distance,1141.1788560893879
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.16666666666666666
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.16666666666666666
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,1.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,crossing,target_achievement_ratio,0.0
llm2swarm,aggregation,max_min_distance,1.6676187888908134
llm2swarm,aggregation,max_min_distance,3.7507211447535673
llm2swarm,aggregation,max_min_distance,3.1227605522096624
llm2swarm,aggregation,max_min_distance,1.3925891023773669
llm2swarm,aggregation,max_min_distance,0.7994228466091131
llm2swarm,aggregation,max_min_distance,1.5697513664309213
llm2swarm,aggregation,max_min_distance,1.719352754579656
llm2swarm,aggregation,max_min_distance,2.671779504840652
llm2swarm,aggregation,max_min_distance,2.156127745040364
llm2swarm,aggregation,max_min_distance,1.6624559628300195
llm2swarm,aggregation,max_min_distance,0.41199117000234126
llm2swarm,aggregation,max_min_distance,1.9493977726928822
llm2swarm,aggregation,max_min_distance,0.892216737947372
llm2swarm,aggregation,max_min_distance,0.006461831728375611
